telegram_id,user_id,post_url,campaign_tag,message_sent_at,message_status,event_sent_at,event_status
7007007970,292c7b9b-6c32-4556-8f12-fe4e6e60ad66,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6345788344,65dbd564-99fa-4343-9845-07f946649d79,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:23:41.716384+00:00,ok,2025-07-08T19:23:43.374915+00:00,ok
7185604917,e415b4d4-c896-4fb5-b55c-3640ea869ed7,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:23:44.497221+00:00,ok,2025-07-08T19:23:46.305499+00:00,ok
7919674551,725945b7-26c5-4a93-acc4-eb2141d86d39,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:23:47.505412+00:00,ok,2025-07-08T19:23:49.132659+00:00,ok
1971703376,3ee98b8f-01d9-4cdf-893a-8e61589fb047,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:23:50.313433+00:00,ok,2025-07-08T19:23:51.905100+00:00,ok
5224860834,23ac7cfe-7624-4274-a567-d2daae9cedfe,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7883137396,e5abc86b-5d36-4386-aec8-8a55fcbe2ab2,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:23:54.288741+00:00,ok,2025-07-08T19:23:56.034494+00:00,ok
2038113528,a1ac3935-6660-4390-98f2-e772cb0ad688,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
1127803164,36420ed3-93a2-48f4-8fe2-cda1c27fddcf,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6941089548,ea48bbb7-1480-40d4-9727-18c6f1125e76,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:23:59.318203+00:00,ok,2025-07-08T19:24:01.011991+00:00,ok
7747094241,1ee88347-904c-4480-8d1b-f592b08467eb,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
8098010450,e740f266-4571-4d90-bfe0-01206214c53f,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7601727158,99d00f7c-db50-4560-8c4e-ab75f60caaed,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:04.343938+00:00,ok,2025-07-08T19:24:05.929416+00:00,ok
7512254394,b583bd42-0c9d-4269-b880-8f30d8660881,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
952493098,2dd0b0d5-e396-489d-bbda-495209c40be1,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:08.180020+00:00,ok,2025-07-08T19:24:09.909108+00:00,ok
7595616353,a81943b9-887b-47d4-be7f-2a3b9fe6aedc,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:11.167072+00:00,ok,2025-07-08T19:24:12.769801+00:00,ok
7961939088,fc7157e6-0511-4928-926c-11170fc9a2db,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
1626323876,74ee65ee-2a7d-49cb-a0a8-a43c6789c0cb,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:14.926602+00:00,ok,2025-07-08T19:24:16.649819+00:00,ok
7656964134,ba4d71ed-a5e7-4789-a8e7-480783bb687a,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
627668356,73e33f2f-5947-4ae8-a374-144b62c86c86,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6655872841,da61a5ad-b176-4849-8172-03d703764d9d,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:19.960259+00:00,ok,2025-07-08T19:24:21.601124+00:00,ok
6494355212,3854130f-50fa-499b-add2-3ef7faea29ba,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
2109681415,013a17c9-20e7-4bf1-81e8-04e2a2fd0eed,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:23.843112+00:00,ok,2025-07-08T19:24:25.552491+00:00,ok
1435547999,3c3ce076-53ed-4626-b704-582343a70f6e,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:26.726457+00:00,ok,2025-07-08T19:24:28.276736+00:00,ok
5466836114,5ce29ff6-a98a-4870-9f0b-ce035eae9de9,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
8159560650,42d5f8a6-524c-4582-972d-21a5f657f677,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: user is deactivated,,
5224379503,6a9ca114-c306-4812-a9ba-2a217c87a3fb,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
5908076945,23af12b0-33ad-407c-b83b-ee400005351c,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
1162011929,a160defd-c805-4e1d-a8dc-9a7263e4a429,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6839923057,528e35fb-830d-498f-941d-112591a72fed,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6903688694,46b6ffff-71b3-41c6-91ae-47b7731fb479,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:35.912255+00:00,ok,2025-07-08T19:24:37.689221+00:00,ok
7899574175,1c66fd3d-1aa1-43fa-8578-4eec23e4927e,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6046923796,6d4c7349-e3d1-41d5-a65c-6d42efc11a7c,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:39.899866+00:00,ok,2025-07-08T19:24:41.679759+00:00,ok
5287621077,75d4783b-5594-4c54-8117-9b9842263b4c,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:42.821160+00:00,ok,2025-07-08T19:24:44.439197+00:00,ok
1844144236,9383a157-882c-4d94-bee9-9fb4eaa9bfe5,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:45.565355+00:00,ok,2025-07-08T19:24:47.383429+00:00,ok
6530427502,0489bda7-4417-44b3-9f36-f35856024e75,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:48.485125+00:00,ok,2025-07-08T19:24:50.233030+00:00,ok
7877946077,83a7c255-b157-45a2-a6b0-19dfe3e89b09,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:51.395602+00:00,ok,2025-07-08T19:24:53.103441+00:00,ok
8020626676,2ef2c38b-e88e-466e-8286-2b5bc96b9dda,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6182067878,96cf2777-5ae0-45a2-ad7d-03e90d111722,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:55.371095+00:00,ok,2025-07-08T19:24:57.260050+00:00,ok
6394589750,e335c0a9-6811-4e6d-829a-227c96d6d928,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:24:58.395634+00:00,ok,2025-07-08T19:25:00.074427+00:00,ok
6792187470,85e9a998-51e7-495d-adba-eec1360a4b37,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7927470817,daf7f733-53ed-4308-87a2-18ce8695e3c9,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:02.314348+00:00,ok,2025-07-08T19:25:04.220962+00:00,ok
6641343727,30585db5-aa21-4f11-99c7-f05ac02ef884,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:05.305676+00:00,ok,2025-07-08T19:25:07.075776+00:00,ok
1937380005,9a2fa2ec-2ef0-43b5-8c72-1efdaad6e0ba,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:08.154209+00:00,ok,2025-07-08T19:25:09.790042+00:00,ok
1299078562,b2fa3f49-1df5-4424-9d06-f876a87fac06,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7427557868,960de4f5-3338-4b46-aecd-dacf082f1743,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:11.954432+00:00,ok,2025-07-08T19:25:13.707286+00:00,ok
5402260154,30326a25-7452-4166-b695-69674d1bd29c,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7303037647,df67bcb3-4c57-45fe-b759-bd5fa6bf0c29,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:15.992875+00:00,ok,2025-07-08T19:25:17.709693+00:00,ok
5653176932,29d6f8df-d464-489e-a40c-1b2557fbc527,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7868017566,46e3bf91-cce7-4721-b624-1ee7b29ea853,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7030813264,0078bb0a-b422-49c7-9b4a-56a41ed75d8c,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7908595815,99bf6e85-e59d-48d0-aac9-f11b27b9e4f2,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
2093896511,56793a7c-0d55-4452-8907-e8bba8ccf2c7,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6984231305,088a2c2d-3153-4209-9aa6-1a545f9f01bb,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:24.719100+00:00,ok,2025-07-08T19:25:26.474273+00:00,ok
6854401359,70c36e5a-7d8e-40b8-b1f2-9176664291a6,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
5022292402,2dd6f6ff-9f8b-4ead-a015-b40dd574e1d1,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:28.922455+00:00,ok,2025-07-08T19:25:30.595632+00:00,ok
1854185068,03a8b718-c2c4-4bc5-99f1-b7f7ed3d1807,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:31.678279+00:00,ok,2025-07-08T19:25:33.340044+00:00,ok
5098804364,5f858d90-bf11-48d5-bcee-383ea80afdf1,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
5043816609,51a7aee7-f9d6-41aa-b8da-6e053a6331ff,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
859253826,a4b5872b-9592-4921-ad79-6980d21eecca,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:36.961448+00:00,ok,2025-07-08T19:25:38.800784+00:00,ok
859845396,13444495-79a7-45ef-a1e4-818f2b01fb1b,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: user is deactivated,,
6856587703,e70f89ec-a36b-4017-b760-ec75655379d5,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
1301393362,97073f37-db9d-4e82-a8a6-7ca4a4fb6fed,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6612854730,2ebf48d0-52f4-400f-a12a-3df565adb8bf,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:43.198241+00:00,ok,2025-07-08T19:25:44.855549+00:00,ok
7405640456,dab5c50f-3cc1-4bdf-acaf-4127d3436740,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:46.118273+00:00,ok,2025-07-08T19:25:47.917175+00:00,ok
6873209307,1195469d-5abf-4d3b-8c5c-f37de5d185cf,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6297606940,1cd634f3-afd2-4fdd-bba9-74058875dddc,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:50.124509+00:00,ok,2025-07-08T19:25:51.715616+00:00,ok
6568352558,8756f90c-6428-410d-94c2-87af1847110e,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:52.793083+00:00,ok,2025-07-08T19:25:54.533045+00:00,ok
7422341061,23f84901-534d-4e6c-b464-82597a2390ab,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
1390518822,0e3691d0-56cb-469f-bc46-593415a57b72,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
6875082782,97165fef-6c25-43b7-b8e0-ecce7a48d80f,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:25:58.039061+00:00,ok,2025-07-08T19:25:59.674416+00:00,ok
5745383093,b83a763b-d215-40ac-b2db-84aa2d475258,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:26:00.761492+00:00,ok,2025-07-08T19:26:02.460586+00:00,ok
1198714198,5e4e8941-3ae5-4afc-b216-b8725d522083,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
7292663035,5f46a7b3-45c9-428c-ba36-f6078632a36f,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
1794896187,8721817b-c335-47d1-9f19-31b3990cb6a1,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
5206514496,154abf26-ca4f-44e5-800f-042be31c6c8e,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:26:06.847371+00:00,ok,2025-07-08T19:26:08.576060+00:00,ok
5942023643,a77afa03-27d3-49fd-8553-650a8460d962,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:26:09.664482+00:00,ok,2025-07-08T19:26:11.261853+00:00,ok
7953299005,7c5c9bd1-6d6a-4cc0-bcff-705ff9407056,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
5569731074,5eec9d7c-2b5b-49b0-bfff-cd20cb20a2dc,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:26:13.423966+00:00,ok,2025-07-08T19:26:15.120347+00:00,ok
261260017,1530b6ae-d8c1-4d93-8e6a-423b6bb7094e,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:26:16.416911+00:00,ok,2025-07-08T19:26:18.103638+00:00,ok
1214523710,91c214c1-7127-4a90-bb70-1e5e7dacbb74,https://t.me/c/2620006618/58,wb_aiko_1,,Forbidden: bot was blocked by the user,,
8020259956,ae9a4ee8-c544-4ed7-9127-e7e5bec20161,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:26:20.235369+00:00,ok,2025-07-08T19:26:21.910948+00:00,ok
8164851639,0361ae30-775f-4fb5-99dc-547bd491f3d5,https://t.me/c/2620006618/58,wb_aiko_1,2025-07-08T19:26:22.998437+00:00,ok,2025-07-08T19:26:24.698087+00:00,ok
7259201880,fdb9ff8a-f02a-4776-980f-59cdb65e1541,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:25.794198+00:00,ok,2025-07-08T19:26:27.462169+00:00,ok
996344675,3880333b-e57c-4c0c-a48a-929ee9eaaf6e,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
7639545719,14391f7f-3bce-4967-b6e9-e34647b823fd,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:29.711781+00:00,ok,2025-07-08T19:26:31.386470+00:00,ok
6081585833,99ae69f5-ceae-441d-ba8d-fc0516221f2d,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
7599079664,b6ba8f48-44f7-47b2-bac6-af4940f1efb2,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:33.529019+00:00,ok,2025-07-08T19:26:35.139240+00:00,ok
7799632981,2404af49-4004-4dfb-849e-fd9e090ac462,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:36.261222+00:00,ok,2025-07-08T19:26:37.911021+00:00,ok
7953454450,1935e8e9-f769-456e-8c68-cb3663d2db92,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:39.052702+00:00,ok,2025-07-08T19:26:40.773254+00:00,ok
7201134328,34f6ff5f-e0f6-456e-a5bb-9ec46d76c186,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
7818059388,9dd3d6da-a5f1-4b3c-95dc-5e248ce606b6,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:42.894273+00:00,ok,2025-07-08T19:26:44.501535+00:00,ok
5192996494,c29f97f5-f0f8-4d78-bd4a-c95b6e479b77,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
7142472803,bf8624c6-9de9-4e6d-b772-147ede928df4,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:46.889140+00:00,ok,2025-07-08T19:26:48.599611+00:00,ok
2133599412,5e3000e3-1865-4f1d-bd21-468558dfef3d,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
6332499978,ff6ff5be-4349-4547-b500-034073437aa8,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:50.852658+00:00,ok,2025-07-08T19:26:52.435597+00:00,ok
7026495088,a2d2c02c-c355-4180-a5af-d25111989701,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
7017956414,3d812f27-dd5c-4e8e-bada-63fad0d77635,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:54.614871+00:00,ok,2025-07-08T19:26:57.613837+00:00,ok
6823103656,f8e109d6-5d9e-4291-bb56-604e7365a071,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
7965234086,5855bbbf-8e89-4a9f-b3dd-2c0195ee6a4e,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:26:59.725776+00:00,ok,2025-07-08T19:27:01.450142+00:00,ok
7671111449,8be96c11-dba0-4df3-bc7e-75a46a829fbd,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:27:02.602522+00:00,ok,2025-07-08T19:27:04.243872+00:00,ok
6731925821,fc51ee70-c2f4-40ee-9213-de662d8962df,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
6373792969,15de9bb6-259d-4f21-bda5-4a0a52146848,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
5888157381,e5fb1bc4-3906-491f-9e32-590b05200287,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
5698827176,9a33d213-4798-4786-a7df-96399bfd8370,https://t.me/c/2620006618/57,wb_ellie_1,,Forbidden: bot was blocked by the user,,
1670073921,3562d2f2-84e9-411f-bf9f-e89017395ab7,https://t.me/c/2620006618/57,wb_ellie_1,2025-07-08T19:27:09.524993+00:00,ok,2025-07-08T19:27:11.172904+00:00,ok
